wavelength
567,0.507918
568,0.518412
569,0.528905
570,0.529281
571,0.515472
572,0.501662
573,0.453277
574,0.404891
575,0.36789
576,0.330888
577,0.353792
578,0.399364
579,0.444937
580,0.505584
581,0.566231
582,0.614483
583,0.662735
584,0.72599
585,0.774975
586,0.82396
587,0.879501
588,0.935042
589,0.998853
590,1
591,0.997706
592,0.983671
593,0.969636
594,0.967852
595,0.966068
596,0.929895
597,0.878121
598,0.826347
599,0.761909
600,0.697471
601,0.587068
602,0.541882
603,0.496695
604,0.461221
605,0.425747
606,0.398833
607,0.371918
608,0.337069
609,0.330948
610,0.324828
611,0.321281
612,0.317735
613,0.299926
614,0.290954
615,0.281982
616,0.272778
617,0.263573
618,0.244041
619,0.229815
620,0.215589
621,0.194309
622,0.17303
623,0.159874
624,0.146717
625,0.130451
626,0.125848
627,0.121245
628,0.117457
629,0.113669
630,0.108331
631,0.105081
632,0.10183
633,0.099388
634,0.096946
635,0.092453
636,0.090498
637,0.088544
638,0.086952
639,0.08536
640,0.083786
641,0.082283
642,0.080781
643,0.078926
644,0.077071
645,0.073208
646,0.072426
647,0.071644
648,0.06895
649,0.068436
650,0.067921
651,0.066738
652,0.065555
653,0.064732
654,0.063063
655,0.061394
656,0.061015
657,0.060636
658,0.059388
659,0.059287
660,0.059186
661,0.05841
662,0.057635
663,0.056707
664,0.056946
665,0.057185
666,0.057001
667,0.057709
668,0.058418
669,0.059304
670,0.060189
671,0.058782
672,0.058045
673,0.057308
674,0.055951
675,0.054594
676,0.051532
677,0.049611
678,0.04769
679,0.045521
680,0.043557
681,0.041592
682,0.039387
683,0.037181
684,0.034272
685,0.032106
686,0.029941
687,0.029021
688,0.027852
689,0.026682
690,0.026854
691,0.027026
692,0.023931
693,0.023043
694,0.022155
695,0.020167
696,0.020178
697,0.02019
698,0.021752
699,0.020625
700,0.019497
701,0.02011
702,0.020723
703,0.020288
704,0.01973
705,0.019172
706,0.018628
707,0.018428
708,0.018228
709,0.019528
710,0.019819
711,0.019238
712,0.018343
713,0.017448
714,0.017415
715,0.016349
716,0.015284
717,0.016668
718,0.017545
719,0.018423
720,0.017084
721,0.017057
722,0.017031
723,0.016393
724,0.015733
725,0.015074
726,0.01562
727,0.015971
728,0.016322
729,0.016656
730,0.016708
731,0.01676
732,0.016251
733,0.015743
734,0.014224
735,0.014651
736,0.015077
737,0.01521
738,0.015426
739,0.015643
740,0.017448
741,0.019226
742,0.015671
743,0.015266
744,0.015113
745,0.01496
746,0.015448
747,0.016789
748,0.018129
749,0.017746
750,0.018084
751,0.018422
752,0.016437
753,0.01609
754,0.015743
755,0.017667
756,0.018507
757,0.019347
758,0.017663
759,0.020757
760,0.023851
